Link,ID,name,tag,description,date,developer,price,Recent_Description,Recent_Count,Recent_Percentage,Overall_Description,Overall_Count,Overall_Percentage,peak
https://store.steampowered.com/app/730/,730,Counter-Strike 2,"第一人称射击
射击
多人
竞技
动作
团队导向
电竞
战术
第一人称
玩家对战
在线合作
合作
策略
军事
战争
困难
贸易
拟真
快节奏
可模组化",二十多年来，在全球数百万玩家的共同铸就下，Counter-Strike 提供了精湛绝伦的竞技体验。而如今，CS 传奇的下一章即将揭开序幕，那就是 Counter-Strike 2。,2012 年 8 月 21 日,Valve,0,多半好评,59458,76.0,特别好评,8035630,87.0,1802853
https://store.steampowered.com/app/1363080/,1363080,庄园领主 Manor Lords,"策略
中世纪
沙盒
模拟
城市营造
开放世界
单人
氛围
冒险
3D
角色扮演
动作
农场模拟
剧情丰富
生存
可模组化
第三人称
拟真
角色自定义
抢先体验",《庄园领主》是一款中古时期策略游戏，具备深入详尽的城市建造、富有战术深度的大规模战斗，以及复杂的经济和社会模拟。以中古时期领主的身分统治你的土地——坐看季节更迭，天气变化，城市兴衰。,2024 年 4 月 26 日,Slavic Magic,0,特别好评,30414,88.0,特别好评,30414,88.0,172605
https://store.steampowered.com/app/570/,570,Dota 2,"免费开玩
多人在线战术竞技
多人
策略
电竞
团队导向
竞技
动作
在线合作
玩家对战
困难
合作
即时战略
角色扮演
塔防
奇幻
角色自定义
重玩价值
动作角色扮演
模拟",每一天全球有数百万玩家化为一百余名Dota英雄展开大战。不论是游戏时间刚满10小时还是1000小时，比赛中总能找到新鲜感。定期的更新则保证游戏性、功能和英雄都能持续发展，Dota 2已真正地焕发了生命。,2013 年 7 月 9 日,Valve,0,多半好评,22935,74.0,特别好评,2230711,81.0,1291328
https://store.steampowered.com/app/578080/,578080,PUBG: BATTLEGROUNDS,"生存
射击
大逃杀
多人
第一人称射击
玩家对战
第三人称射击
动作
在线合作
战术
合作
第一人称
策略
抢先体验
竞技
第三人称
团队导向
困难
模拟
潜行",免费游玩《PUBG绝地求生》。 选取最佳战略位置着陆，搜寻武器和补给，并成为最后的幸存者小队，屹立于千变万化的战场之上。 组队加入战场，体验原汁原味的战术竞技，尽在《PUBG绝地求生》。,2017 年 12 月 21 日,"KRAFTON, Inc.",0,褒贬不一,18926,69.0,褒贬不一,2352694,58.0,3236027
https://store.steampowered.com/app/1172470/,1172470,Apex Legends™,"免费开玩
大逃杀
多人
第一人称射击
射击
第一人称
玩家对战
动作
英雄射击
团队导向
战术
科幻
生存
刷宝
角色自定义
欢乐
合作
故事架构丰富 
赛博朋克
电影式",由Respawn Entertainment开发制作，屡获殊荣的《Apex Legends》，是一款免费大逃杀英雄射击游戏。在这款革命性的新一代大逃杀英雄射击游戏中，掌控日益丰富且拥有强大技能的传奇角色，深度体验战术小队玩法及创新游戏元素。,2020 年 11 月 4 日,Respawn,0,褒贬不一,9795,59.0,多半好评,821709,78.0,624473
https://store.steampowered.com/app/427410/,427410,Abiotic Factor,"抢先体验
开放世界生存制作
在线合作
生存
制作
基地建设
科幻
合作战役
探索
第一人称射击
多人
沙盒
模拟
第一人称
建造
科学
冒险
外星人
玩家对战环境
沉浸式模拟",Abiotic Factor是一款合作生存制作类游戏（1—6名玩家）。游戏设定在一个超自然威胁泛滥的研究所里。身为地球上最优秀的科学家，你们必须团结一致，制造各种巧妙工具和武器，努力生存下去。你很清楚，生存之道只有一条：运用科学，干掉它们！,2024 年 5 月 2 日,Deep Field Games,0,好评如潮,2031,97.0,好评如潮,2031,97.0,15699
https://store.steampowered.com/app/2195250/,2195250,EA SPORTS FC™ 24,"足球
体育
控制器
多人
玩家对战
电竞
竞技
玩家对战环境
3D
本地多人
模拟
合作
在线合作
单人
拟真
第一人称
本地合作
孩童
动作
抢先体验",兼具由 HyperMotionV 提供技术支持的最真实的足球体验、由 Opta 优化的比赛风格和升级版 Frostbite™ 引擎的《EA SPORTS FC™ 24》邀您投身于这款世界性游戏。,2023 年 9 月 28 日,EA Canada & EA Romania,0,褒贬不一,6371,58.0,褒贬不一,57118,56.0,107109
https://store.steampowered.com/app/648800/,648800,Raft,"生存
多人
开放世界生存制作
合作
制作
开放世界
建造
基地建设
在线合作
冒险
沙盒
第一人称
单人
抢先体验
水底
模拟
动作
独立
策略
大型多人在线","Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",2022 年 6 月 20 日,Redbeet Interactive,0,特别好评,3077,89.0,特别好评,262898,93.0,100474
https://store.steampowered.com/app/1151340/,1151340,Fallout 76,"开放世界
黑色喜剧
角色扮演
后末日
多人
资本主义
生存
基地建设
合作
射击
恐怖
大型多人在线角色扮演
探索
第一人称射击
血腥
暴力
单人
氛围
抢先体验
好评原声音轨",Bethesda Game Studios邀您进入《Fallout 76》的世界。在核弹爆炸的25年后，你和其他避难所居民进入了核爆之后的美国。加入《Fallout》系列故事选新推出的开放世界多人游戏，探索核战争留下的广阔废土。,2020 年 4 月 14 日,Bethesda Game Studios,0,多半好评,4619,75.0,多半好评,55902,76.0,72930
https://store.steampowered.com/app/413150/,413150,Stardew Valley,"农场模拟
像素图形
生活模拟
多人
角色扮演
放松
农业
模拟
制作
沙盒
独立
建造
单人
休闲
开放世界
2D
可爱
恋爱模拟
好评原声音轨
钓鱼",你继承了你爷爷在星露谷留下的老旧农场。带着爷爷留下的残旧工具和几枚硬币开始了你的新生活。你能适应这小镇上的生活并且将这个杂草丛生的老旧农场变成一个繁荣的家吗？,2016 年 2 月 26 日,ConcernedApe,0,好评如潮,18695,97.0,好评如潮,593790,98.0,236614
https://store.steampowered.com/app/553850/,553850,HELLDIVERS™ 2,"在线合作
多人
第三人称射击
动作
玩家对战环境
射击
合作
资本主义
科幻
太空
第三人称
撤离射击
喜剧
血腥
暴力
困难
好评原声音轨
心理恐怖
单人
开放世界",银河系最后的进攻力量。投入这款紧张刺激且疯狂的第三人称射击游戏，应征成为绝地潜兵，穿越战火肆虐的星系，为自由而战。,2024 年 2 月 8 日,Arrowhead Game Studios,0,褒贬不一,290506,41.0,褒贬不一,568711,57.0,458208
https://store.steampowered.com/app/1085660/,1085660,命运2,"免费开玩
开放世界
第一人称射击
大型多人在线角色扮演
刷宝射击游戏
合作
多人
玩家对战环境
玩家对战
射击
大型多人在线
刷宝
第一人称
科幻
动作
故事架构丰富 
冒险
太空
竞技
氛围",命运2是发生在一个独立进化的世界中的一款免费的大型多人线上动作游戏。你可以在任何时间与任何地点和你的朋友们进行游戏。,2019 年 10 月 1 日,Bungie,0,多半好评,5126,73.0,特别好评,592356,80.0,316651
https://store.steampowered.com/app/1145360/,1145360,Hades,"动作类 Rogue
轻度 Rogue
砍杀
独立
神话
动作
类 Rogue
好评原声音轨
单人
角色扮演
剧情丰富
迷宫探索
重玩价值
等角视角
困难
动作角色扮演
手绘
氛围
永久死亡
类魂系列",挑战死神，在地狱中杀出血路。由 Bastion、Transistor 和 Pyre 原班人马打造的全新地下城 类游 戏，为您带来爽 快 的 自 由 砍 杀 体验,2020 年 9 月 17 日,Supergiant Games,0,好评如潮,2633,96.0,好评如潮,231387,98.0,37586
https://store.steampowered.com/app/1086940/,1086940,Baldur's Gate 3,"角色扮演
选择取向
角色自定义
剧情丰富
回合制战斗
龙与地下城
冒险
电脑角色扮演
奇幻
在线合作
爱情
多人
策略
单人
合作战役
色情内容
职业导向
黑暗奇幻
战斗
控制器",召集你的团队，回到被遗忘的国度，开启一段记载着友谊与背叛、牺牲与生存、以及至上力量诱惑的传奇故事。,2023 年 8 月 3 日,Larian Studios,0,好评如潮,10057,96.0,好评如潮,537634,96.0,875343
https://store.steampowered.com/app/1142710/,1142710,Total War: WARHAMMER III,"策略
回合战略
大战略
即时战略
奇幻
即时战术
黑暗奇幻
战争
动作
战术
氛围
矮人
游戏工坊
多人
彩色
合作
玩家对战
单人
剧情丰富
在线合作",《Total War: WARHAMMER》三部曲的终末已经到来。集结你的军力，踏入混沌魔域！在这个变幻莫测的恐怖维度中，世界的命运将尘埃落定。于是你会诛灭那些恶魔…还是转而驾驭他们呢？,2022 年 2 月 16 日,CREATIVE ASSEMBLY,0,特别好评,1456,86.0,褒贬不一,69500,64.0,166519
https://store.steampowered.com/app/230410/,230410,Warframe,"免费开玩
动作角色扮演
刷宝射击游戏
第三人称射击
动作
角色扮演
第三人称
角色自定义
大型多人在线
在线合作
合作
单人
玩家对战环境
科幻
太空
射击
故事架构丰富 
砍杀
跑酷
忍者",在这个以故事为导向的免费在线动作游戏中，觉醒为一个不可阻挡的战士，并与你的朋友一起战斗。跟随着神秘的 Lotus 的指引，在广阔的星系中直面敌对的派系，提升你的战甲等级，建立一个具有毁灭性火力的军械库；并在这个惊心动魄，且拥有独特第三人称战斗体验的庞大开放世界中发挥你的真正潜力。,2013 年 3 月 25 日,Digital Extremes,0,特别好评,4485,87.0,特别好评,574206,87.0,181509
https://store.steampowered.com/app/1245620/,1245620,艾尔登法环,"类魂系列
黑暗奇幻
开放世界
角色扮演
困难
动作角色扮演
第三人称
多人
奇幻
单人
在线合作
动作
合作
玩家对战
氛围
好评原声音轨
暴力
3D
角色自定义
孩童",艾尔登法环是以正统黑暗奇幻世界为舞台的动作RPG游戏。 走进辽阔的场景与地下迷宫探索未知，挑战困难重重的险境，享受克服困境时的成就感吧。 不仅如此，登场角色之间的利害关系谱成的群像剧，更是不容错过。,2022 年 2 月 24 日,FromSoftware Inc.,0,特别好评,7102,94.0,特别好评,600588,92.0,952523
https://store.steampowered.com/app/1687950/,1687950,女神异闻录5皇家版,"日系角色扮演
剧情丰富
好评原声音轨
回合制战斗
动漫
角色扮演
团队角色扮演
单人
恋爱模拟
多结局
回合战略
情感
视觉小说
彩色
色情内容
冒险
劫掠
原声音轨
推理
暴力",夺取吧，用那个意志。,2022 年 10 月 20 日,ATLUS,0,特别好评,2206,90.0,好评如潮,46112,96.0,35298
https://store.steampowered.com/app/236390/,236390,War Thunder,"免费开玩
车辆作战
战斗
二战
虚拟现实
飞行
战争
军事
坦克
海战
模拟
现代
大型多人在线
冷战
动作
拟真
多人
射击
第三人称射击
第三人称",War Thunder上最全面的免费、跨平台大型多人在线军事类游戏，专注于二战和冷战时期的航空、装甲车辆和海军舰艇。现在就加入进来参与在地面、天空和海洋进行的主要战事，并和来自全球各地的几百万玩家们在不断变化的环境中战斗。,2013 年 8 月 15 日,Gaijin Entertainment,0,多半好评,9053,73.0,多半好评,484797,75.0,121180
https://store.steampowered.com/app/1774580/,1774580,星球大战 绝地：幸存者™,"动作
冒险
类魂系列
单人
第三人称
科幻
动作冒险
开放世界
太空
剧情丰富
剑术
跑酷
探索
角色自定义
战斗
角色扮演
氛围
好评原声音轨
困难
多人",在《星球大战 绝地：幸存者™》，这款跨银河系第三人称动作冒险游戏中，卡尔·凯斯提斯的故事仍将继续。,2023 年 4 月 27 日,Respawn,0,褒贬不一,1298,67.0,褒贬不一,47054,66.0,67583
https://store.steampowered.com/app/2161700/,2161700,女神异闻录３ Reload,"日系角色扮演
角色扮演
团队角色扮演
动漫
冒险
策略
回合战略
恋爱模拟
策略角色扮演
视觉小说
黑暗
情感
剧情丰富
彩色
回合制战斗
悬疑
灵异
推理
多结局
劫掠",《女神异闻录３》整装换新，登陆现行最新游戏平台！,2024 年 2 月 1 日,ATLUS,0,好评如潮,1200,95.0,好评如潮,14509,95.0,36703
https://store.steampowered.com/app/1222670/,1222670,The Sims™ 4,"生活模拟
角色自定义
建造
多人
沙盒
爱情
模拟
放松
单人
恋爱模拟
休闲
可爱
拟真
沉浸式模拟
欢乐
免费开玩
孩童
冒险
奇幻
卡通风格",在一个无拘无束的虚拟世界中，享受创造和控制人生的奇妙力量。 得到力量和自由，享受快乐，游戏人生！,2014 年 9 月 2 日,Maxis,0,特别好评,3382,88.0,特别好评,135406,87.0,96185
https://store.steampowered.com/app/1203220/,1203220,永劫无间,"大逃杀
多人
武术
玩家对战
动作
女性主角
格斗
大型多人在线
角色自定义
生存
第三人称
砍杀
剑术
动漫
跑酷
冒险
成人
免费开玩
暴力
血腥",风靡全球的多人动作竞技大作，现已永久免费！来这里舞利刃、端火枪，享受远近结合的华丽战斗！驾驭风沙、机甲，化身野兽、大佛，体验风格迥异的英雄能力！在这场60人生存竞技中成为最后的赢家！,2021 年 8 月 11 日,24 Entertainment,0,多半好评,6575,75.0,多半好评,219587,75.0,372076
https://store.steampowered.com/app/983870/,983870,FOUNDRY,"抢先体验
自动化
基地建设
沙盒
资源管理
制作
建造
机器人
体素
开放世界
程序生成
合作
多人
在线合作
模拟
策略
第一人称
单人
科幻
可模组化",在无限大的方块像素世界里，建造一座不断优化、追求完美的工厂，或是堪比艺术品的惊世之作。挖掘和收获资源，让不断扩张的生产线实现自动化运转，管理复杂的系统，同时在机械领域不断研究，日渐精进，更多玩法尽在《铸造厂》。,2024 年 5 月 2 日,Channel 3 Entertainment,0,特别好评,509,82.0,特别好评,509,82.0,4160
https://store.steampowered.com/app/1887840/,1887840,蟹蟹寻宝奇遇,"类魂系列
3D 平台
欢乐
动作角色扮演
非线性
氛围
动作冒险
黑暗奇幻
第三人称
角色扮演
卡通风格
黑色幽默
3D
可爱
故事架构丰富 
清版动作
开放世界
剧情丰富
动作
水底",生机勃勃的海底王国，实际上却早已濒临崩溃。为了找到能赖以生存的壳，小寄居蟹Kril踏上了这场充满着惊喜和危险的寻宝之旅。这是AGGRO CRAB倾力推出的全新类魂动作游戏，一起来冒险吧！,2024 年 4 月 25 日,Aggro Crab,0,特别好评,3135,93.0,特别好评,3135,93.0,4692
https://store.steampowered.com/app/306130/,306130,《上古卷轴®OL》,"角色扮演
大型多人在线角色扮演
开放世界
奇幻
冒险
探索
多人
单人
大型多人在线
动作
角色自定义
玩家对战
玩家对战环境
故事架构丰富 
剧情丰富
自选历险体验
魔法
动作角色扮演
职业导向
氛围",与逾2200万名玩家一同游玩这款屡获殊荣的在线多人角色扮演游戏，在历久弥新的上古卷轴世界体验无限冒险。战斗、制造、争夺或探索，并结合不同种类的装备和能力，打造你个人专属的游戏风格。游戏无须购买订阅服务即可畅玩。,2014 年 4 月 4 日,ZeniMax Online Studios,0,特别好评,1295,81.0,特别好评,120147,83.0,49061
https://store.steampowered.com/app/359550/,359550,Tom Clancy's Rainbow Six® Siege,"第一人称射击
玩家对战
电竞
多人
战术
射击
竞技
在线合作
动作
英雄射击
团队导向
军事
策略
第一人称
战争
拟真
合作
破坏
困难
3D",《彩虹六号®：围攻》是一款精英团队战术射击游戏，高超的策略和行动力是制胜关键。,2015 年 12 月 1 日,Ubisoft Montreal,0,多半好评,14579,77.0,特别好评,1085226,85.0,200476
https://store.steampowered.com/app/2519060/,2519060,Call of Duty®: Modern Warfare® III,"动作
第一人称射击
射击
多人
单人
第一人称
军事
玩家对战
战争
现代
战术
合作
暴力
在线合作
血腥
剧情丰富
拟真
战斗
开放世界
玩家对战环境",在破纪录的《使命召唤®：现代战争® II 2022》®续作中，普莱斯上尉和第 141 特遣队将面对终极威胁。,2023 年 11 月 10 日,Sledgehammer Games,0,多半差评,876,33.0,多半差评,8895,32.0,0
https://store.steampowered.com/app/1962663/,1962663,使命召唤®：战争地带™,"免费开玩
第一人称射击
多人
大逃杀
动作
射击
暴力
第一人称
单人
血腥
军事
玩家对战
在线合作
生存
合作
拟真
开放世界
第三人称
氛围
冒险",欢迎来到免费畅玩的大型竞技场《使命召唤®：战争地带™》，现已加入乌兹克斯坦、复活岛和财富要塞。,2022 年 11 月 16 日,Infinity Ward,0,多半差评,1487,29.0,多半差评,33748,32.0,0
https://store.steampowered.com/app/1517290/,1517290,战地风云™ 2042,"第一人称射击
射击
军事
多人
战争
动作
第一人称
战斗
团队导向
单人
玩家对战
未来
车辆作战
现代
破坏
物理
电影式
冒险
英雄射击
休闲",在第 7 赛季：转折点中背水一战。《战地风云™ 2042》是一款第一人称射击游戏，标志着该系列最具代表性的全面战争玩法再次回归。,2021 年 11 月 19 日,DICE,0,褒贬不一,3194,53.0,褒贬不一,199981,46.0,107006
https://store.steampowered.com/app/2670630/,2670630,Supermarket Simulator,"模拟
经济
管理
单人
沉浸式模拟
贸易
多人
第一人称
生活模拟
建造
资本主义
沙盒
3D
休闲
资源管理
拟真
驾驶
库存管理
独立
抢先体验",经营自己的超市。摆放货架、按自己的喜好设定价格、接受付款、雇佣员工、扩建和设计店铺。即将推出在线订单和送货、商店盗窃、安全、本地市场等功能。,2024 年 2 月 20 日,Nokta Games,0,特别好评,8730,94.0,特别好评,29901,94.0,51353
https://store.steampowered.com/app/1172620/,1172620,Sea of Thieves: 2024 Edition,"多人
冒险
开放世界
海盗
合作
在线合作
动作
玩家对战
航海
第一人称
探索
海军
欢乐
玩家对战环境
大型多人在线
第一人称射击
氛围
剑术
好评原声音轨
单人",《Sea of Thieves》是一款十分受欢迎的海盗冒险游戏，带你感受最正宗的海盗生活：寻找遗失的宝藏占为己有，和各方势力战个痛快，打败深海怪物等。深度体验改版之后的游戏，包括数字版奖励内容。,2020 年 6 月 3 日,Rare Ltd,0,特别好评,4206,84.0,特别好评,280094,90.0,66632
https://store.steampowered.com/app/381210/,381210,黎明杀机,"恐怖
生存恐怖
多人
在线合作
合作
生存
血腥
团队导向
鲜血
潜行
第三人称
暴力
第一人称
心理恐怖
动作
氛围
策略
喜剧
成人
困难",Dead by Daylight是一款多人(4vs1) 的恐怖游戏。游戏由其中一人扮演野蛮杀手，另外四人扮演逃生者。逃生者们将试图从野蛮杀手手中奋力逃脱，从而让自己免去被残忍杀害的危险。,2016 年 6 月 14 日,Behaviour Interactive Inc.,0,多半好评,4057,76.0,特别好评,521325,80.0,105052
https://store.steampowered.com/app/1812450/,1812450,颂钟长鸣,"生存
开放世界
制作
中世纪
模拟
在线合作
城市营造
角色扮演
策略
建造
生活模拟
动作
多人
探索
单人
第三人称
合作
抢先体验
战争
3D",建立并扩展属于您自己的领土，解放村落，帮助村民，并招募其他人加入您的事业。了解关于你的背景故事并同时了解更多您不得不放弃的过去。指挥您的部队，通过战斗证明您的勇气，并巩固您作为人民英雄的地位。,2024 年 4 月 23 日,Donkey Crew,0,多半好评,3489,77.0,多半好评,3489,77.0,15186
https://store.steampowered.com/app/1188930/,1188930,超时空方舟,"牌组构建式类 Rogue
角色扮演
动漫
策略
独立
冒险
轻度 Rogue
卡牌游戏
团队角色扮演
卡牌战斗
女性主角
困难
类 Rogue
抢先体验
回合制战斗
可爱
回合制
单人
牌组构建
剧情丰富",超时空方舟是一款混合了组队RPG、卡牌构筑、Roguelike要素于一体的单机游戏。通过招募拥有特殊能力的队员并学习各种技能，组成最强的队伍，最终拯救扭曲的世界。,2024 年 5 月 2 日,Al Fine,0,特别好评,728,89.0,特别好评,7151,90.0,7080
https://store.steampowered.com/app/271590/,271590,Grand Theft Auto V,"开放世界
动作
多人
犯罪
汽车模拟
第三人称
第一人称
成人
射击
冒险
单人
第三人称射击
竞速
合作
沙盒
氛围
欢乐
好评原声音轨
喜剧
可模组化",PC 版Grand Theft Auto V 能够以超越 4K 的最高分辨率和 60 帧每秒的帧率，为您呈现屡获殊荣、令人痴迷的游戏世界——洛桑托斯市和布雷恩郡。,2015 年 4 月 14 日,Rockstar North,0,特别好评,17264,92.0,特别好评,1632251,87.0,360761
https://store.steampowered.com/app/1426210/,1426210,双人成行,"合作
多人
分屏
本地合作
解谜
在线合作
冒险
剧情丰富
本地多人
合作战役
平台解谜
3D 平台
动作冒险
平台游戏
情感
动作
探索
氛围
小游戏
女性主角",游玩《双人成行》，踏上生命中最疯狂的旅程。利用好友通行证*邀请一位好友免费游玩，共同体验多种多样的乐趣，享受颠覆性的玩法挑战。,2021 年 3 月 25 日,Hazelight,0,特别好评,2134,87.0,特别好评,140234,94.0,32647
https://store.steampowered.com/app/1172380/,1172380,《星球大战 绝地：陨落的武士团™》,"动作冒险
类魂系列
第三人称
剧情丰富
剑术
开放世界
探索
科幻
动作
平台游戏
太空
角色扮演
格斗
类银河战士恶魔城
解谜
冒险
奇幻
氛围
砍杀
孩童",在由Respawn Entertainment出品的第三人称动作冒险游戏《星球大战 绝地：陨落的武士团™》中，一场贯穿整个银河系的冒险正在酝酿。一名被抛弃的绝地学徒必须完成他的修行，习得强大的新原力技能，纯熟掌握光剑的使用 - 同时还要步步抢在帝国的前面。,2019 年 11 月 14 日,Respawn Entertainment,0,特别好评,1556,82.0,特别好评,121746,88.0,46513
https://store.steampowered.com/app/294100/,294100,RimWorld,"殖民模拟
基地建设
生存
策略
沙盒
管理
建造
模拟
单人
可模组化
城市营造
开放世界
程序生成
2D
科幻
独立
太空
战术角色扮演
西部
卡通风格",由聪明的人工智能故事讲述者驱动的科幻殖民地模拟电脑游戏。通过模拟心理学、生态学、枪战、近战、气候、生物群落、外交、人际关系、艺术、医学、贸易等来生成故事。,2018 年 10 月 17 日,Ludeon Studios,0,好评如潮,3486,95.0,好评如潮,156715,98.0,62257
https://store.steampowered.com/app/281990/,281990,Stellaris,"太空
大战略
策略
科幻
4X
探索
沙盒
模拟
多人
单人
即时含暂停
可模组化
外交
管理
军事
未来
重玩价值
好评原声音轨
程序生成
氛围",在这款由Paradox Development Studio精心打造的科幻大型战略游戏中，探索充满奇迹的浩瀚银河。与千奇百怪的外星种族互动、发现奇异新世界并体验其中令人意想不到的事件，同时扩大您帝国的影响力。每一场新的冒险皆拥有几乎无穷无尽的可能性。,2016 年 5 月 9 日,Paradox Development Studio,0,多半好评,731,78.0,特别好评,114989,87.0,68517
https://store.steampowered.com/app/252490/,252490,Rust,"生存
制作
多人
开放世界
开放世界生存制作
建造
玩家对战
沙盒
冒险
第一人称
动作
裸露
第一人称射击
射击
合作
在线合作
独立
抢先体验
后末日
模拟","The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. Do whatever it takes to last another night.",2018 年 2 月 8 日,Facepunch Studios,0,特别好评,10177,85.0,特别好评,868887,87.0,244394
https://store.steampowered.com/app/1248130/,1248130,Farming Simulator 22,"模拟
农场模拟
合作
农业
多人
可模组化
管理
沙盒
3D
第一人称
经济
在线合作
沉浸式模拟
开放世界
孩童
角色自定义
自然
马匹
第三人称
美国",创建您的农场，种出美好时光！收获作物、照料动物、管理生产，直面季节性的挑战。,2021 年 11 月 21 日,Giants Software,0,特别好评,1540,93.0,特别好评,50999,92.0,96402
https://store.steampowered.com/app/289070/,289070,Sid Meier’s Civilization® VI,"策略
回合战略
多人
历史
单人
大战略
回合制
4X
战争
模拟
城市营造
战术
建造
管理
好评原声音轨
可模组化
在线合作
合作
六角格棋盘
氛围",《文明VI》是屡获殊荣的《文明》系列的最新作品。扩张疆域，发展文化，并与历史上最伟大的领袖正面交锋。你的文明是否能经得起时间的考验？,2016 年 10 月 20 日,Firaxis Games,0,特别好评,2165,89.0,特别好评,222681,86.0,162314
https://store.steampowered.com/app/1091500/,1091500,赛博朋克 2077,"赛博朋克
开放世界
裸露
角色扮演
单人
科幻
未来
第一人称射击
成人
剧情丰富
第一人称
氛围
探索
动作
暴力
好评原声音轨
动作角色扮演
冒险
角色自定义
沉浸式模拟",《赛博朋克 2077》是一款开放世界动作冒险 RPG 游戏。故事发生在暗黑未来的夜之城，一座五光十色、危机四伏的超级大都会，权力更迭和无尽的身体改造是这里不变的主题。,2020 年 12 月 9 日,CD PROJEKT RED,0,特别好评,6640,94.0,特别好评,649286,83.0,830387
https://store.steampowered.com/app/1371980/,1371980,《恶意不息》,"抢先体验
角色扮演
动作
类魂系列
动作角色扮演
探索
砍杀
等角视角
3D
电影式
沉浸式模拟
彩色
风格化
黑暗奇幻
氛围
剧情
哥特
灵异
角色自定义
战斗",由曾开发出《精灵与森林》和《精灵与萤火意志》等获奖作品的Moon Studios带来全新力作《No Rest for the Wicked》。这是一款直观震撼、操作细腻的动作角色扮演游戏，力图颠覆这一游戏类型。,2024 年 4 月 18 日,Moon Studios GmbH,0,多半好评,21040,78.0,多半好评,21040,78.0,35987
https://store.steampowered.com/app/1462040/,1462040,FINAL FANTASY VII REMAKE INTERGRADE,"角色扮演
动作角色扮演
日系角色扮演
动作冒险
单人
团队角色扮演
华丽格斗
第三人称
控制器
动作
冒险
3D
奇幻
3D 平台
魔法
拟真
电影式
剧情
剧情丰富
科幻",身背毁灭剑的前神罗战士克劳德踏入魔晄都市米德加。 运用最先进技术制作的画面、融合战略性与直觉式动作操作的战斗系统—— 不朽名作《FINAL FANTASY VII》的世界重生为“全新故事”。,2022 年 6 月 17 日,Square Enix,0,特别好评,1070,88.0,特别好评,22311,89.0,13803
https://store.steampowered.com/app/322330/,322330,饥荒联机版,"生存
开放世界生存制作
多人
合作
开放世界
冒险
制作
在线合作
沙盒
困难
独立
2D
氛围
欢乐
生存恐怖
策略
恐怖
单人
动作
类 Rogue",在绝不妥协的荒野生存游戏《饥荒》的多人联机版中一起战斗、耕种、建设和探索吧。,2016 年 4 月 21 日,Klei Entertainment,0,特别好评,2497,92.0,好评如潮,306123,95.0,114109
https://store.steampowered.com/app/1284190/,1284190,The Planet Crafter,"在线合作
合作
基地建设
生存
开放世界生存制作
建造
开放世界
制作
探索
沙盒
第一人称
单人
资源管理
自动化
冒险
科幻
太空
剧情丰富
沉浸式模拟
外星人",这是一款太空生存开放世界类地化改造游戏，既可单人畅玩，也可供多达10名玩家同乐。改变荒芜星球的生态系统，让其适合人类定居。努力求生，收集资源，建设自己的基地；然后生成氧气、增加热量、调节大气压，打造全新的生物圈。,2024 年 4 月 10 日,Miju Games,0,特别好评,5210,94.0,好评如潮,30653,96.0,28380
https://store.steampowered.com/app/1623730/,1623730,Palworld / 幻兽帕鲁,"多人
开放世界
生物收集
生存
开放世界生存制作
制作
合作
冒险
沙盒
第三人称射击
自动化
动作
抢先体验
角色扮演
动漫
玩家对战环境
3D
独立
刷宝射击游戏
砍杀",在广阔的世界中收集神奇的生物“帕鲁”，派他们进行战斗、建造、做农活，工业生产等，这是一款支持多人游戏模式的全新开放世界生存制作游戏。,2024 年 1 月 18 日,Pocketpair,0,特别好评,6091,89.0,特别好评,256501,93.0,2101535
https://store.steampowered.com/app/2379780/,2379780,Balatro,"牌组构建式类 Rogue
卡牌游戏
类 Rogue
牌组构建
单人
策略
卡牌战斗
回合制
选择取向
重玩价值
像素图形
轻度 Rogue
休闲
回合战略
困难
2D
模拟
街机
放松
程序生成",Balatro是一场循环不息的扑克之旅。在这款令人陶醉的策略构建游戏中，你将参与到非法牌局，发掘能够改变局势的小丑牌，引爆一系列令人血脉喷张、疯狂迸发的连锁效应。,2024 年 2 月 20 日,LocalThunk,0,好评如潮,6178,96.0,好评如潮,30972,97.0,37737
https://store.steampowered.com/app/779340/,779340,Total War: THREE KINGDOMS,"策略
历史
战争
回合战略
大战略
即时战略
军事
多人
战术
单人
即时战术
动作
回合制
好评原声音轨
合作
模拟
沙盒
暴力
奇幻
破坏",《Total War™: THREE KINGDOMS》首次在这一获奖无数的策略类游戏系列中重塑中国古代的烽火传奇。在扣人心弦的回合制战役中，可以建设国家，治国理政；在令人叹为观止的即时战斗中，则可以征战沙场，破军杀敌。《THREE KINGDOMS》将二者巧妙结合，重新定义了那段英雄辈出的传奇历史。,2019 年 5 月 23 日,CREATIVE ASSEMBLY,0,特别好评,235,81.0,特别好评,56724,82.0,191816
